Folder,Subfolder,Filename,EntryIndex,Raw Transcription,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Norm_Age,Norm_Gender,Norm_Burn_Count,Norm_Region,Burn_Status
2024 Field Notes Images,M3 - Sustainability,IMG_7733.JPG,2,"Q1: 42 | Q2: F | Q3: utah | Q4: 2 | Q5: somewhat | Q6: gray water management | Q7: yes, less plastics | Q8: YES!!! I would do more if asked. | Q9: Yes | Q10: Yes practice makes perfect!",42,F,utah,2,somewhat,gray water management,"yes, less plastics",YES!!! I would do more if asked.,Yes,Yes practice makes perfect!,,,,,,42,F,2,US Other,Sophomore
2024 Field Notes Images,M3 - Sustainability,IMG_7725.JPG,1,Q1: 75 | Q2: Female | Q3: Chicago | Q4: I | Q5: LOOKED at everything-dopf diffrentt | Q6: Definitely try to incorponto | Q7: If I come again then you. Not sure yet | Q8: Yes. The world in dying we need move into sustainability for the future to int | Q9: I would hope so. | Q10: Some people have observed here @ Bm need improve sustainability the few who as here to be seen are not helpeng,75,Female,Chicago,I,LOOKED at everything-dopf diffrentt,Definitely try to incorponto,If I come again then you. Not sure yet,Yes. The world in dying we need move into sustainability for the future to int,I would hope so.,Some people have observed here @ Bm need improve sustainability the few who as here to be seen are not helpeng,,,,,,75,F,,Local/West,Unknown
2024 Field Notes Images,M3 - Sustainability,IMG_7725.JPG,2,Q1: 65 | Q2: M | Q3: North Freo | Q4: 3 | Q5: Coming foon Australia (felt guilty about my carbon footprint | Q6: story batteria | Q7: yes | Q8: yel | Q9: yes | Q10: yes,65,M,North Freo,3,Coming foon Australia (felt guilty about my carbon footprint,story batteria,yes,yel,yes,yes,,,,,,65,M,3,US Other,Sophomore
2024 Field Notes Images,M3 - Sustainability,IMG_7722.JPG,1,No entries found,,,,,,,,,,,,,,,,,U,,Unknown,Unknown
2024 Field Notes Images,M3 - Sustainability,IMG_7726.JPG,1,"Q1: 56 | Q2: Female | Q3: SF Bay Area | Q4: Six! 6! | Q5: Packaging luft at home | Q6: My camp Pink is domes some + expanding to solar | Q7: Sure - save the earth | Q8: Yes - we are THE demo for the known world | Q9: No because the media will continue to just focus on weird shit... drugs, raia | Q10: Of course, you see its not that hard to participate differently",56,Female,SF Bay Area,Six! 6!,Packaging luft at home,My camp Pink is domes some + expanding to solar,Sure - save the earth,Yes - we are THE demo for the known world,"No because the media will continue to just focus on weird shit... drugs, raia","Of course, you see its not that hard to participate differently",,,,,,56,F,6,Local/West,Veteran
2024 Field Notes Images,M3 - Sustainability,IMG_7726.JPG,2,Q1: 53 | Q2: PM | Q3: San Luis OPBPO | Q4: 9 | Q5: Very | Q6: Not Yet | Q7: Yes | Q8: Yes | Q9: Yes | Q10: Yes,53,PM,San Luis OPBPO,9,Very,Not Yet,Yes,Yes,Yes,Yes,,,,,,53,O,9,US Other,Veteran
2024 Field Notes Images,M3 - Sustainability,IMG_7736.JPG,1,"Q1: 040 | Q2: Female | Q3: Portland, OR | Q4: 3 | Q5: No concern, I don't consider sustainability to be a focal point of the bum | Q6: tiny water mgmt., solar panels - both @my camp | Q7: Already sustainable | Q8: then should be a balanu. I sue burning man as a plan for creatine expansion. Some kind of support (fans, in) is needed. | Q9: No. We all know it's a plan to get weird for a while. To Maybe? I dont think they are. y/c last plan for it.",040,Female,"Portland, OR",3,"No concern, I don't consider sustainability to be a focal point of the bum","tiny water mgmt., solar panels - both @my camp",Already sustainable,"then should be a balanu. I sue burning man as a plan for creatine expansion. Some kind of support (fans, in) is needed.",No. We all know it's a plan to get weird for a while. To Maybe? I dont think they are. y/c last plan for it.,,,,,,,40,F,3,Local/West,Sophomore
2024 Field Notes Images,M3 - Sustainability,IMG_7735.JPG,1,"Q1: 1.36 | Q2: 2 F | Q3: BC, Corte | Q4: 8 | Q5: Minrally this the. tky the we with pot | Q6: less rest | Q7: Yes | Q8: mch.",1.36,2 F,"BC, Corte",8,Minrally this the. tky the we with pot,less rest,Yes,mch.,,,,,,,,1,O,8,US Other,Veteran
2024 Field Notes Images,M3 - Sustainability,IMG_7723.JPG,1,"Q1: 38 / 39 | Q2: M / AM | Q3: SACRAMENTO / LAUSANNE | Q4: 7 / 3 | Q5: YES, I FEEL A MODERATE A MOUNT OF GUILT FOR ALL THE TRANSPORTATION IMPACTS BUT | Q6: HALENT WOULD LOVE TO SEE MORE SOLAR OUT LIFE - SO MANY GENERATORS | Q7: YALL DO PRETTY WELL CONSIDERING... | Q8: YES, THE EVENT ITSELF IS COSTUM TO THE ENVIRONMENT BUT NOT BE IN THE GRAND SCHEME OF THINGS & MAYBE PEOPLE CAN BE RESISTING | Q9: We are all hypocrites | Q10: I Will YES",38 / 39,M / AM,SACRAMENTO / LAUSANNE,3-Jul,"YES, I FEEL A MODERATE A MOUNT OF GUILT FOR ALL THE TRANSPORTATION IMPACTS BUT",HALENT WOULD LOVE TO SEE MORE SOLAR OUT LIFE - SO MANY GENERATORS,YALL DO PRETTY WELL CONSIDERING...,"YES, THE EVENT ITSELF IS COSTUM TO THE ENVIRONMENT BUT NOT BE IN THE GRAND SCHEME OF THINGS & MAYBE PEOPLE CAN BE RESISTING",We are all hypocrites,I Will YES,,,,,,38,O,3,Local/West,Sophomore
2024 Field Notes Images,M3 - Sustainability,IMG_7734.JPG,1,Q1: 37 | Q2: Female | Q3: Montreal | Q4: 6 | Q5: Dida group roadtrip | Q6: Merveilleres Burning Man The First - Victoriavcilk. Qu,37,Female,Montreal,6,Dida group roadtrip,Merveilleres Burning Man The First - Victoriavcilk. Qu,,,,,,,,,,37,F,6,US Other,Veteran
2024 Field Notes Images,M3 - Sustainability,IMG_7737.JPG,1,"Q1: 45 | Q2: MALE/CIS | Q3: NYC | Q4: 5 | Q5: Sustainability mainly impacted comp lighting with an attempt to reduce generator hours. | Q6: Tenting cather than Ruiny is the next improvermat I'd like to pursue. I've fand some advancements | Q7: YES, reducing waste is apriority | Q8: BM should be caplace where new sustainabilits should be aspirational The culture and community should drive the pursuit. | Q9: It may, but any attempt to maraye Perceptions is just going to come across as in sincere, and the perceptions will work themselves out. | Q10: Absolutely! BM and it's community are going to have a big impact on adjustin",45,MALE/CIS,NYC,5,Sustainability mainly impacted comp lighting with an attempt to reduce generator hours.,Tenting cather than Ruiny is the next improvermat I'd like to pursue. I've fand some advancements,"YES, reducing waste is apriority",BM should be caplace where new sustainabilits should be aspirational The culture and community should drive the pursuit.,"It may, but any attempt to maraye Perceptions is just going to come across as in sincere, and the perceptions will work themselves out.",Absolutely! BM and it's community are going to have a big impact on adjustin,,,,,,45,O,5,US Other,Veteran
2024 Field Notes Images,M3 - Sustainability,IMG_7732.JPG,1,"Q1: 37 | Q2: Female | Q3: San Diego | Q4: 1 (Virgin) | Q5: Concern replacing heavy reglables w/ not heavy plastic. Accepting most (leglass) w/ someone trist | Q6: Clothing swap/ bedazzling old Llothes | Q7: Somewhat, we already do great | Q8: yes! we want to learn! | Q9: yes. It'shard...  is sucha huge factor in GHG emissiors... -encourage carpools, #### having aplace to donate old tents, etc. that Europeans/ other planegoers buy & trashat end of events ble  it's too expensive to fly with | Q10: Yes, somewhat, It's much easier in the default world because the system provides easy ways: blue recylingbins, internet access to find buy nothing, etc.",37,Female,San Diego,1 (Virgin),Concern replacing heavy reglables w/ not heavy plastic. Accepting most (leglass) w/ someone trist,Clothing swap/ bedazzling old Llothes,"Somewhat, we already do great",yes! we want to learn!,"yes. It'shard...  is sucha huge factor in GHG emissiors... -encourage carpools, #### having aplace to donate old tents, etc. that Europeans/ other planegoers buy & trashat end of events ble  it's too expensive to fly with","Yes, somewhat, It's much easier in the default world because the system provides easy ways: blue recylingbins, internet access to find buy nothing, etc.",,,,,,37,F,1,US Other,Virgin
2024 Field Notes Images,M3 - Sustainability,IMG_7732.JPG,2,"Q1: 29 | Q2: gender fivid | Q3: Reno, NV | Q4: 3 | Q5: a little bit. solar power -> word love our camp to be Cily star | Q7: would like us to build out of materials that are more sustainable / less om oory. Due Drive vehices | Q8: Yes. | Q9: I mink so. I have non-burren frends who have ated mat is ore of their biggest grupes against the ent | Q10: I think soyeah. If you spend a lot of time abt it her you will in demit word too",29,gender fivid,"Reno, NV",3,a little bit. solar power -> word love our camp to be Cily star,,would like us to build out of materials that are more sustainable / less om oory. Due Drive vehices,Yes.,I mink so. I have non-burren frends who have ated mat is ore of their biggest grupes against the ent,I think soyeah. If you spend a lot of time abt it her you will in demit word too,,,,,,29,O,3,Local/West,Sophomore
2024 Field Notes Images,M3 - Sustainability,IMG_7738.JPG,1,No entries found,,,,,,,,,,,,,,,,,U,,Unknown,Unknown
2024 Field Notes Images,M3 - Sustainability,IMG_7739.JPG,1,"Q1: 38 | Q2: Male | Q3: Bay area, CA | Q4: Virgin burner | Q5: A 6.7 (generaly dont like enrtunpating in fast consumer | Q6: Not particularly, of have only been here one day | Q7: Yes, primarily wround energy use in game comp and only gettin gean intended for use in defult world | Q8: Yes, even just transpur tinguem Campers and gear to playar seems to be in drastic defiance of sustainability | Q9: No Idast feel my individual contribution matters fraction as much as-large main camps running art cars, etc, | Q10: I don't believe so, they wied to address the hypobrisyo of humildreds of theiusands of people burning enormous amounts of fuel to transport people and year to pha",38,Male,"Bay area, CA",Virgin burner,A 6.7 (generaly dont like enrtunpating in fast consumer,"Not particularly, of have only been here one day","Yes, primarily wround energy use in game comp and only gettin gean intended for use in defult world","Yes, even just transpur tinguem Campers and gear to playar seems to be in drastic defiance of sustainability","No Idast feel my individual contribution matters fraction as much as-large main camps running art cars, etc,","I don't believe so, they wied to address the hypobrisyo of humildreds of theiusands of people burning enormous amounts of fuel to transport people and year to pha",,,,,,38,M,1,Local/West,Virgin
2024 Field Notes Images,M3 - Sustainability,IMG_7765.JPG,1,Q1: [Blank] | Q2: Female | Q3: San Diego | Q4: Virgin | Q5: Last minute decision to go | Q6: IN A RV Campervan - what comes in goes out | Q7: Naw | Q8: Yes- Keep the plant clean | Q9: Yes | Q10: Yes - Every one should become Trash conscious,[Blank],Female,San Diego,Virgin,Last minute decision to go,IN A RV Campervan - what comes in goes out,Naw,Yes- Keep the plant clean,Yes,Yes - Every one should become Trash conscious,,,,,,,F,1,US Other,Virgin
2024 Field Notes Images,M3 - Sustainability,IMG_7728.JPG,1,"Q1: 47 | Q2: F | Q3: DC Sabarbs | Q4: [Blank] | Q5: Stoo got stuff at thrift stores | Q6: Solas Power | Q7: Not sure | Q8: Limited; already difficult conditions | Q9: yes, th increase Peputatuen | Q10: less waste",47,F,DC Sabarbs,[Blank],Stoo got stuff at thrift stores,Solas Power,Not sure,Limited; already difficult conditions,"yes, th increase Peputatuen",less waste,,,,,,47,F,,US Other,Unknown
2024 Field Notes Images,M3 - Sustainability,IMG_7728.JPG,2,Q1: 61.5 | Q2: Male | Q3: SF Nerth BAY | Q4: 18 - 20... Its all a blur | Q5: Jadec | Q6: TOO MONY cletailed questions at 5:30 am | Q7: [Blank] | Q8: [Blank] | Q9: [Blank] | Q10: more responsibility,61.5,Male,SF Nerth BAY,18 - 20... Its all a blur,Jadec,TOO MONY cletailed questions at 5:30 am,[Blank],[Blank],[Blank],more responsibility,,,,,,61,M,18,Local/West,Elder
2024 Field Notes Images,M3 - Sustainability,IMG_7764.JPG,1,Q1: All good | Q2: :) | Q3: [Blank],All good,:),[Blank],,,,,,,,,,,,,,O,,Local/West,Unknown
2024 Field Notes Images,M3 - Sustainability,IMG_7764.JPG,2,Q1: My face | Q2: SHRED | Q3: [Blank],My face,SHRED,[Blank],,,,,,,,,,,,,,O,,Local/West,Unknown
2024 Field Notes Images,M3 - Sustainability,IMG_7729.JPG,1,"Q1: 37 | Q2: F | Q3: CA Bay Area | Q4: [Blank] | Q5: A lot. Decking out in fun costumes & lights + keeping clean = tons of waste we tried to reuse, thrift, only bring what we will actually use. | Q6: we built a swamp water and are interested to see where we can reuse/ leverage rust back in the default way (instead of) | Q7: we have done pretty well, maybe use AC | Q8: Less plastic",37,F,CA Bay Area,[Blank],"A lot. Decking out in fun costumes & lights + keeping clean = tons of waste we tried to reuse, thrift, only bring what we will actually use.",we built a swamp water and are interested to see where we can reuse/ leverage rust back in the default way (instead of),"we have done pretty well, maybe use AC",Less plastic,,,,,,,,37,F,,Local/West,Unknown
2024 Field Notes Images,M3 - Sustainability,IMG_7729.JPG,2,Q1: 44 | Q2: M | Q3: I Travel For work. USA !! | Q4: 10 | Q5: The usual amount | Q6: I'm doing most of those things including treating waste | Q7: Of course... It sustains me | Q8: Yes Life requires Sacrifice,44,M,I Travel For work. USA !!,10,The usual amount,I'm doing most of those things including treating waste,Of course... It sustains me,Yes Life requires Sacrifice,,,,,,,,44,M,10,US Other,Elder
2024 Field Notes Images,M3 - Sustainability,IMG_7760.JPG,1,Q1: 36 | Q2: F | Q3: Buffalo NY | Q4: 3 | Q5: They didn't. Weneed a Carbor tax or indiv. so isymean ingles | Q6: I & non mest meals | Q7: My life is pretty sustainable but I don't cory about traust | Q8: Sacrifice sure | Q9: unsure | Q10: Dyes,36,F,Buffalo NY,3,They didn't. Weneed a Carbor tax or indiv. so isymean ingles,I & non mest meals,My life is pretty sustainable but I don't cory about traust,Sacrifice sure,unsure,Dyes,,,,,,36,F,3,US Other,Sophomore
2024 Field Notes Images,M3 - Sustainability,IMG_7759.JPG,1,"Q1: 40 | Q2: M | Q3: LA. | Q4: 3 | Q5: Planing for trost cas guyoto was included in our cat ceperity. | Q6: Solar | Q7: Yn - stor pour for Ac Lebike | Q8: Yes this is a place to learn and practice for default wird. | Q9: Yes - it'll ancerze overall | Q10: Yes - learning how t, de it the check yard hoi choice it mil encourcy of t",40,M,LA.,3,Planing for trost cas guyoto was included in our cat ceperity.,Solar,Yn - stor pour for Ac Lebike,Yes this is a place to learn and practice for default wird.,Yes - it'll ancerze overall,"Yes - learning how t, de it the check yard hoi choice it mil encourcy of t",,,,,,40,M,3,Local/West,Sophomore
2024 Field Notes Images,M3 - Sustainability,IMG_7759.JPG,2,"Q1: 42 | Q2: Woman | Q3: Winnipeg Canada | Q4: 7 | Q5: not, but I live the moot sustainably I can always, so I guess the answer is my baseline is a ready high. eg, I took the bus | Q6: solar ice creation! (Stretch goal) | Q7: 7 | Q8: Yes, if not here, where? If not now, when? | Q9: I think so. Let's be leaders. | Q10: [Blank]",42,Woman,Winnipeg Canada,7,"not, but I live the moot sustainably I can always, so I guess the answer is my baseline is a ready high. eg, I took the bus",solar ice creation! (Stretch goal),7,"Yes, if not here, where? If not now, when?",I think so. Let's be leaders.,[Blank],,,,,,42,F,7,Local/West,Veteran
2024 Field Notes Images,M3 - Sustainability,IMG_7758.JPG,1,"Q1: 42 | Q2: Non-Binary | Q3: San Diego | Q4: 7 | Q5: Yes, immediately, & in all the ways. showed me that there are others like me who hate the comfort zone. | Q6: Yes, all experience charges you | Q7: It was immediate belonging | Q8: Yes, it affince my comantrent to Community | Q9: Just knowing that there is an intentional community built on doing hard things for the berefit of growth.",42,Non-Binary,San Diego,7,"Yes, immediately, & in all the ways. showed me that there are others like me who hate the comfort zone.","Yes, all experience charges you",It was immediate belonging,"Yes, it affince my comantrent to Community",Just knowing that there is an intentional community built on doing hard things for the berefit of growth.,,,,,,,42,NB,7,US Other,Veteran
2024 Field Notes Images,M3 - Sustainability,IMG_7758.JPG,2,"Q1: 56 | Q2: Male | Q3: Santee, CA (San Diego) | Q4: 1 | Q5: Some, I live in a class B Vantful tinge, Su effecinay is criticd | Q6: Our Camp is doing well in this area, Evap Tower, Full solar, competing/Recycling Bags, LED lightly | Q7: would do the same as this Year | Q8: It never hurts. | Q9: I dont think so. The Media will alsually focus on the Dramatic controversial, not the Realities.",56,Male,"Santee, CA (San Diego)",1,"Some, I live in a class B Vantful tinge, Su effecinay is criticd","Our Camp is doing well in this area, Evap Tower, Full solar, competing/Recycling Bags, LED lightly",would do the same as this Year,It never hurts.,"I dont think so. The Media will alsually focus on the Dramatic controversial, not the Realities.",,,,,,,56,M,1,Local/West,Virgin
2024 Field Notes Images,M3 - Sustainability,IMG_7748.JPG,1,Q1: 33 | Q2: M | Q3: SF Bay area | Q4: 2 | Q5: Very | Q6: [Blank] | Q7: [Blank] | Q8: Yes | Q9: Yes | Q10: Yes,33,M,SF Bay area,2,Very,[Blank],[Blank],Yes,Yes,Yes,,,,,,33,M,2,Local/West,Sophomore
2024 Field Notes Images,M3 - Sustainability,IMG_7748.JPG,2,Q1: 35 | Q2: Male | Q3: New York | Q4: This time | Q5: Moderately. Trying to RRR | Q6: all Implemcikd | Q7: [Blank],35,Male,New York,This time,Moderately. Trying to RRR,all Implemcikd,[Blank],,,,,,,,,35,M,,US Other,Unknown
2024 Field Notes Images,M3 - Sustainability,IMG_7749.JPG,1,"Q1: 128 | Q2: Female | Q3: C2, Prague | Q4: 42 | Q5: Eliminating all packages, making sure ady ha much need",128,Female,"C2, Prague",42,"Eliminating all packages, making sure ady ha much need",,,,,,,,,,,,F,42,US Other,Elder
2024 Field Notes Images,M3 - Sustainability,IMG_7762.JPG,1,Q1: 28 | Q2: male | Q3: and I sladkaya pisia,28,male,and I sladkaya pisia,,,,,,,,,,,,,28,M,,Local/West,Unknown
2024 Field Notes Images,M3 - Sustainability,IMG_7763.JPG,1,"Q1: 52 | Q2: M | Q3: South Carolina | Q4: 3 | Q5: Somewhat, I do my best. | Q6: Got interadd in Solar Power. | Q7: NO, SAME. | Q8: NO | Q9: yes | Q10: yes of course.",52,M,South Carolina,3,"Somewhat, I do my best.",Got interadd in Solar Power.,"NO, SAME.",NO,yes,yes of course.,,,,,,52,M,3,Local/West,Sophomore
2024 Field Notes Images,M3 - Sustainability,IMG_7761.JPG,1,"Q1: 36 | Q2: Male | Q3: NJ | Q4: 1 | Q5: Be it is my first bum I in excited to karn more about how that's carried through here at BRE | Q6: Solar Power by installing pants or hybrid to fully clectric whis he | Q7: Yes, Camp initiatives. | Q8: Yes, be that's hoor we grow Youthe | Q9: Possibly. be it could change the perspective from a festival that has specific elements - Marketing cand chaye | Q10: Absolutely",36,Male,NJ,1,Be it is my first bum I in excited to karn more about how that's carried through here at BRE,Solar Power by installing pants or hybrid to fully clectric whis he,"Yes, Camp initiatives.","Yes, be that's hoor we grow Youthe",Possibly. be it could change the perspective from a festival that has specific elements - Marketing cand chaye,Absolutely,,,,,,36,M,1,US Other,Virgin
2024 Field Notes Images,A3 - Transformation,IMG_2806.HEIC,1,Q1: 24 | Q2: Male | Q3: Portland OR | Q4: 1st time | Q5: TBD | Q6: Yes. It is a event of radical expression.,24,Male,Portland OR,1st time,TBD,Yes. It is a event of radical expression.,,,,,,,,,,24,M,1,Local/West,Virgin
2024 Field Notes Images,A3 - Transformation,IMG_2807.HEIC,1,"Q1: 69 | Q2: male | Q3: upstate NY | Q4: 2 | Q5: Yes. Made me love people more. | Q6: Somewhat. I kend I would release what was there. | Q7: Slowly released at burn. good grew greater afterwad | Q8: made me love people more, unconditional | Q9: experiencing the people at Burning Man. (not chemical)",69,male,upstate NY,2,Yes. Made me love people more.,Somewhat. I kend I would release what was there.,Slowly released at burn. good grew greater afterwad,"made me love people more, unconditional",experiencing the people at Burning Man. (not chemical),,,,,,,69,M,2,US Other,Sophomore
2024 Field Notes Images,A3 - Transformation,IMG_2796.HEIC,1,"Q1: 34 | Q2: F | Q3: Base, IO | Q4: 7 | Q5: Majorly. I am fully Self Contand and I do my best to keep Sustainabatf in mind. | Q6: yes-grey water tanks, Jorar Power Snower, Solar Power coulers | Q7: Yes - working there I step at a torer | Q8: Yes- to relp us all see things went always as difficult it seems! | Q9: Yes - People think its contradictory to our values that so much fossil fuels & waste happen.... | Q10: yos-because they can see how not using Sustainability practices. | Q30: can look in real time wher waste is inevitable in in their fues.",34,F,"Base, IO",7,Majorly. I am fully Self Contand and I do my best to keep Sustainabatf in mind.,"yes-grey water tanks, Jorar Power Snower, Solar Power coulers",Yes - working there I step at a torer,Yes- to relp us all see things went always as difficult it seems!,Yes - People think its contradictory to our values that so much fossil fuels & waste happen.... yos-because they can see how not using Sustainability practices. can look in real time wher waste is inevitable in in their fues.,,,,,,,34,F,7,US Other,Veteran
2024 Field Notes Images,A3 - Transformation,IMG_2816.HEIC,1,"Q1: 32 | Q2: Female | Q3: Toronto | Q4: 7 | Q5: YES., transfomed my mindset and life. 2017 | Q6: YES. my husband was when he went | Q7: Both | Q8: Yes. more open. accepting and non-judgemental | Q9: the effort coming to the playa. building with a team",32,Female,Toronto,7,"YES., transfomed my mindset and life. 2017",YES. my husband was when he went,Both,Yes. more open. accepting and non-judgemental,the effort coming to the playa. building with a team,,,,,,,32,F,7,US Other,Veteran
2024 Field Notes Images,C3 - Emotions,IMG_2634.HEIC,1,"Q1: 30 | Q2: Male. | Q3: CAIRNS - AUSTRALIA | Q4: TWICE | Q5: Love, connection, | Q6: THE ART & MY PEOPLE | Q7: STEPPING INTO MYSELF/ JUST BEING HERE | Q8: The PIAYA.",30,Male.,CAIRNS - AUSTRALIA,TWICE,"Love, connection,",THE ART & MY PEOPLE,STEPPING INTO MYSELF/ JUST BEING HERE,The PIAYA.,,,,,,,,30,O,,Local/West,Unknown
2024 Field Notes Images,A3 - Transformation,IMG_2787.HEIC,1,Q1: 35 ans | Q2: Je suis une femme. | Q3: EN FRANce à côté de disland | Q4: C'est la première feis Paris. an Burinng man | Q5: Retrouver la veritable ANGIE.,35 ans,Je suis une femme.,EN FRANce à côté de disland,C'est la première feis Paris. an Burinng man,Retrouver la veritable ANGIE.,,,,,,,,,,,35,O,,Local/West,Unknown
2024 Field Notes Images,A3 - Transformation,IMG_2787.HEIC,2,"Q1: 23 years old | Q2: Male | Q3: San Fran | Q4: 2 | Q5: Uhhhn | Q6: Sudden, there were asuull triggering events | Q7: Yes, thaft the paint right? | Q8: Yes, I feel like positin't, ti 5o natural with strangers | Q9: sexuality",23 years old,Male,San Fran,2,Uhhhn,"Sudden, there were asuull triggering events","Yes, thaft the paint right?","Yes, I feel like positin't, ti 5o natural with strangers",sexuality,,,,,,,23,M,2,US Other,Sophomore
2024 Field Notes Images,A3 - Transformation,IMG_2800.HEIC,1,"Q1: 28 | Q2: Female; shapeless formless | Q3: Guam | Q4: 2 | Q5: My desine to conneet, Communicate, & Connect w/my Creative expression magnified | Q6: yes - Its 10 days of comping in uninhabitable desert! It's harsh, It isnt easy, It's Burning Man | Q7: Gradual 't all at once I was evolving while hine & noticed the Change in my daily life. | Q8: I Just see more mod in all of us. We all need more grace | Q9: Every thing about it co",28,Female; shapeless formless,Guam,2,"My desine to conneet, Communicate, & Connect w/my Creative expression magnified","yes - Its 10 days of comping in uninhabitable desert! It's harsh, It isnt easy, It's Burning Man",Gradual 't all at once I was evolving while hine & noticed the Change in my daily life.,I Just see more mod in all of us. We all need more grace,Every thing about it co,,,,,,,28,O,2,US Other,Sophomore
2024 Field Notes Images,A3 - Transformation,IMG_2801.HEIC,1,"Q1: 41 | Q2: Male | Q3: Bay Area, CA | Q4: 4 | Q5: Open to a wider range of people and experiences. Letting go of the need to feel clean | Q6: I was open to it but didn't necessarily expect it. I was so much more uptight | Q7: Gradual | Q8: Not a lot | Q9: N/A",41,Male,"Bay Area, CA",4,Open to a wider range of people and experiences. Letting go of the need to feel clean,I was open to it but didn't necessarily expect it. I was so much more uptight,Gradual,Not a lot,N/A,,,,,,,41,M,4,Local/West,Veteran
2024 Field Notes Images,A3 - Transformation,IMG_2817.HEIC,1,"Q1: 36 | Q2: male | Q3: Munich - Germany | Q4: 3 lines | Q5: Yes, it made we ware outgoing. and open. this year, first live taking the camp lead, it made we learn about balacay fun and responsibly | Q6: Absolutely! | Q7: Both. But mainly in the time between the burns | Q8: I try to carry and pass on the spirit. | Q9: Engagement + Participation. Small camps with lots of heart, creativity and interaction",36,male,Munich - Germany,3 lines,"Yes, it made we ware outgoing. and open. this year, first live taking the camp lead, it made we learn about balacay fun and responsibly",Absolutely!,Both. But mainly in the time between the burns,I try to carry and pass on the spirit.,"Engagement + Participation. Small camps with lots of heart, creativity and interaction",,,,,,,36,M,3,International,Sophomore
2024 Field Notes Images,A3 - Transformation,IMG_2790.HEIC,1,"Q1: 31 | Q2: Female | Q3: Davis, CA (with Aron) | Q4: 11 years | Q5: No | Q6: No | Q7: Yes-mere carpooling No | Q8: Yes-more heckling &play | Q9: Yes/No - Communal things, helping people, & playing forever",31,Female,"Davis, CA (with Aron)",11 years,No,No,Yes-mere carpooling No,Yes-more heckling &play,"Yes/No - Communal things, helping people, & playing forever",,,,,,,31,F,11,Local/West,Elder
2024 Field Notes Images,A3 - Transformation,IMG_2790.HEIC,2,"Q1: 27 | Q2: MALE | Q3: UTAH, USA | Q4: 2 | Q5: TES. IMRAN RAINSTORMS LAST 2R. CAMP YNAMICS | Q6: NO - 1 | Q7: OMY RECOGRZED AFTER WAND | Q8: NG | Q9: THE TREAT FUDGES",27,MALE,"UTAH, USA",2,TES. IMRAN RAINSTORMS LAST 2R. CAMP YNAMICS,NO - 1,OMY RECOGRZED AFTER WAND,NG,THE TREAT FUDGES,,,,,,,27,M,2,US Other,Sophomore
2024 Field Notes Images,A3 - Transformation,IMG_2786.HEIC,1,"Q1: 44 | Q2: female | Q3: Redwood City, CA | Q4: Second tiny at BM | Q5: yes, 2005. It opened me to true Communtly and giving freely with no expectations | Q6: No, I dont think I did I may this second lime | Q7: Both | Q8: Yes, let me open up to more opportunity and insecurity | Q9: keeping your mug, which could be filled everywhere The decomodification was assuring",44,female,"Redwood City, CA",Second tiny at BM,"yes, 2005. It opened me to true Communtly and giving freely with no expectations","No, I dont think I did I may this second lime",Both,"Yes, let me open up to more opportunity and insecurity","keeping your mug, which could be filled everywhere The decomodification was assuring",,,,,,,44,F,,Local/West,Unknown
2024 Field Notes Images,A3 - Transformation,IMG_2786.HEIC,2,"Q1: 33 | Q2: Female | Q3: Vegas | Q4: 1 | Q5: Yes, opened my eyes to creativity & possibility | Q6: Yes, friends | Q7: Verwhelmed | Q8: Game bit more love♡ | Q9: I love people, now. I get to love more people",33,Female,Vegas,1,"Yes, opened my eyes to creativity & possibility","Yes, friends",Verwhelmed,Game bit more love♡,"I love people, now. I get to love more people",,,,,,,33,F,1,US Other,Virgin
2024 Field Notes Images,A3 - Transformation,IMG_2785.HEIC,1,Q1: 48 | Q2: M | Q3: Charlotte | Q4: 15 | Q5: dont Know | Q6: no - already beny them. | Q7: no change | Q8: Yes | Q9: openness,48,M,Charlotte,15,dont Know,no - already beny them.,no change,Yes,openness,,,,,,,48,M,15,US Other,Elder
2024 Field Notes Images,A3 - Transformation,IMG_2814.HEIC,1,"Q1: 25 | Q2: Male | Q3: Austin, TX | Q4: 1 | Q5: It's taught me that unstructure/lack of structure, can be a good thing | Q6: Yes | Q7: Sudden, I was experiencing Culture shock when I came to that realization | Q8: Yes, Don't Judge a book by its cover | Q9: Lack of structure",25,Male,"Austin, TX",1,"It's taught me that unstructure/lack of structure, can be a good thing",Yes,"Sudden, I was experiencing Culture shock when I came to that realization","Yes, Don't Judge a book by its cover",Lack of structure,,,,,,,25,M,1,US Other,Virgin
2024 Field Notes Images,A3 - Transformation,IMG_2792.HEIC,1,Q1: 52 | Q2: F | Q3: WI | Q4: 1 | Q5: Y all deep homom interrxns | Q6: Y I Knew What I was getting into | Q7: Gradval | Q8: Yes tollerance | Q9: Challenges create the most/Best Change A,52,F,WI,1,Y all deep homom interrxns,Y I Knew What I was getting into,Gradval,Yes tollerance,Challenges create the most/Best Change A,,,,,,,52,F,1,US Other,Virgin
